aoa_deg,V_inlet,Re,Ma,Cl,Cd,LoD,converged
2.8653424957946125,30.0,203038.6740331492,0.08823529411764706,0.3299678687213101,0.01959690528760527,16.837753914645365,True
14.965000434608239,60.0,406077.3480662984,0.17647058823529413,0.22064547348094904,0.016133555521197936,13.676183975134443,True
10.371872778039506,60.0,406077.3480662984,0.17647058823529413,1.2172003771988356,0.0634938797459802,19.170357553649044,True
7.571828168137769,40.0,270718.2320441989,0.11764705882352941,0.8605396697660924,0.03582309355477993,24.02192508723941,True
-1.7236085507088332,50.0,338397.79005524865,0.14705882352941177,-0.1993721008778113,0.018685001641324257,-10.67016769411861,True
-1.7241150729397443,50.0,338397.79005524865,0.14705882352941177,-0.21910082469863612,0.013945676689985175,-15.711021384568541,True
-3.780244144467811,50.0,338397.79005524865,0.14705882352941177,-0.4365512328653206,0.018845111669423403,-23.165223986103214,True
13.18969906127364,60.0,406077.3480662984,0.17647058823529413,1.061890812849319,0.05159464385849785,20.58141569426535,True
7.623415246607385,60.0,406077.3480662984,0.17647058823529413,0.8907206874816169,0.04034105711854136,22.0797557402686,True
9.869524133716956,60.0,406077.3480662984,0.17647058823529413,1.1259706733775607,0.05626109827010853,20.013307738355827,True
-4.567725619788149,30.0,203038.6740331492,0.08823529411764706,-0.5053803377830085,0.019880236283975547,-25.42124402165029,True
15.36810689540188,40.0,270718.2320441989,0.11764705882352941,0.13255424288678788,0.011638901132097881,11.388896716480255,True
12.481295456808855,60.0,406077.3480662984,0.17647058823529413,1.3573412504361533,0.0765940985025486,17.72122496344792,True
-0.5408786757562005,40.0,270718.2320441989,0.11764705882352941,-0.053844264113347334,0.011132269683782775,-4.83677324057163,True
-1.1816756886508868,40.0,270718.2320441989,0.11764705882352941,-0.12137756462376954,0.011207593455259108,-10.829939996334693,True
-1.14850529307789,50.0,338397.79005524865,0.14705882352941177,-0.14063124516001788,0.013052119427947203,-10.774590742626689,True
1.3890871021502917,30.0,203038.6740331492,0.08823529411764706,0.1614822758574575,0.012490959248839577,12.927932326130948,True
6.019885064276995,60.0,406077.3480662984,0.17647058823529413,0.6992958963825417,0.03229997283981186,21.650045956714028,True
4.070845391484431,50.0,338397.79005524865,0.14705882352941177,0.47161090292921065,0.014629708738403076,32.23652031371131,True
1.1158119441588799,50.0,338397.79005524865,0.14705882352941177,0.11337233839020422,0.014779937576296538,7.670691287088124,True
7.8489107891699685,60.0,406077.3480662984,0.17647058823529413,0.9107510810952041,0.04370000458329346,20.840983651598627,True
-2.0706289263071214,40.0,270718.2320441989,0.11764705882352941,-0.22687951245628998,0.009772467555041365,-23.21619500688428,True
1.135037619239581,50.0,338397.79005524865,0.14705882352941177,0.16007493002105258,0.012358523048112285,12.95259388179912,True
2.693598709167526,40.0,270718.2320441989,0.11764705882352941,0.3272340353916217,0.015122639313985928,21.638685456776358,True
4.577469668557754,30.0,203038.6740331492,0.08823529411764706,0.5599288325127507,0.020246422316450227,27.65569263354782,True
11.488695189253285,40.0,270718.2320441989,0.11764705882352941,1.2902313159732515,0.06882640338877417,18.746167930426722,True
-0.8068505746744457,30.0,203038.6740331492,0.08823529411764706,-0.07375312914689378,0.010057466945249532,-7.333171418647294,True
5.798923206685844,40.0,270718.2320441989,0.11764705882352941,0.6659626557343936,0.031144907004819002,21.382714536002638,True
7.4407059461028915,50.0,338397.79005524865,0.14705882352941177,0.90054727565191,0.042402904458767036,21.23786771558562,True
-4.024541332880048,50.0,338397.79005524865,0.14705882352941177,-0.48049004189490463,0.02277064282612358,-21.101294573188916,True
7.7584418899302054,30.0,203038.6740331492,0.08823529411764706,0.8575053980778479,0.03926762219284681,21.837466854156894,True
-1.418993402566878,60.0,406077.3480662984,0.17647058823529413,-0.1770515803873528,0.01101552121991891,-16.07291900697334,True
-3.63391654730913,30.0,203038.6740331492,0.08823529411764706,-0.4529632481426243,0.018220344407435182,-24.860301101541385,True
14.926596282319998,30.0,203038.6740331492,0.08823529411764706,0.1855144752249546,0.014271531134703145,12.998918859788718,True
15.278272694565747,40.0,270718.2320441989,0.11764705882352941,0.10244598557576143,0.010040722739660259,10.203048946975288,True
11.976344310445683,40.0,270718.2320441989,0.11764705882352941,1.3632100669453877,0.078585602950912,17.34681692010314,True
1.3968891526407843,30.0,203038.6740331492,0.08823529411764706,0.16471719183404163,0.012557195862800614,13.117354673267394,True
-2.9488856058659385,50.0,338397.79005524865,0.14705882352941177,-0.302828474278763,0.014607095177620337,-20.73160136196889,True
9.368893556755294,40.0,270718.2320441989,0.11764705882352941,1.086089909429036,0.05482526219295552,19.810026728309698,True
4.243202368531627,60.0,406077.3480662984,0.17647058823529413,0.4816497615121415,0.021184524457971973,22.735925107390898,True
